"AGE","SEXE","TAUX","SITUATIONFAMILIALE","NBENFANTSACHARGE","DEUXIEMEVOITURE","IMMATRICULATION"
52,"M",742,"Celibataire",0,"0","4210 ZC 81"
29,"M",708,"Celibataire",0,"0","488 MH 68"
52,"M",1252,"Celibataire",0,"0","1861 KH 10"
58,"F",1335,"En Couple",4,"0","9598 BN 19"
28,"M",947,"En Couple",4,"0","2437 WV 28"
35,"M",596,"En Couple",1,"0","7245 LU 47"
44,"F",586,"En Couple",1,"0","2249 KK 62"
36,"M",1196,"En Couple",4,"0","347 HL 98"
70,"F",830,"En Couple",2,"0","349 RW 18"
28,"M",1135,"Celibataire",0,"0","2013 TI 34"
18,"M",564,"Celibataire",0,"0","8416 WJ 10"
40,"M",555,"En Couple",0,"0","4166 VS 46"
68,"M",570,"Celibataire",1,"0","9598 TY 95"
40,"F",847,"En Couple",1,"0","9304 XR 45"
29,"M",812,"En Couple",0,"0","8159 UG 36"
43,"M",999,"En Couple",3,"0","2941 LM 88"
38,"F",1351,"En Couple",3,"0","3932 PP 86"
37,"M",782,"Celibataire",0,"0","355 LQ 44"
37,"M",590,"Celibataire",0,"0","5802 CW 50"
51,"F",1116,"En Couple",1,"0","5061 OT 17"
32,"M",1259,"En Couple",2,"0","6109 PX 78"
39,"M",1015,"Celibataire",0,"0","5453 WS 14"
71,"M",947,"Celibataire",0,"0","2443 HL 40"
18,"M",1250,"En Couple",3,"0","7433 PX 18"
81,"M",566,"En Couple",3,"0","1716 IB 15"
71,"M",939,"En Couple",0,"0","4709 NC 57"
32,"F",1043,"En Couple",4,"1","2597 VJ 91"
41,"M",777,"Celibataire",0,"0","1364 GC 75"
60,"M",560,"En Couple",3,"0","4440 NZ 67"
57,"M",586,"En Couple",3,"0","7730 AN 38"
21,"M",567,"En Couple",2,"0","6772 VL 95"
26,"M",596,"Celibataire",0,"0","7022 PC 79"
34,"M",1314,"Celibataire",0,"0","4142 WG 20"
21,"M",599,"En Couple",3,"1","6107 OS 91"
56,"M",1281,"En Couple",1,"0","4883 XR 79"
20,"M",1021,"En Couple",0,"0","5088 KQ 48"
33,"F",575,"En Couple",2,"0","4714 OT 44"
51,"M",1348,"Celibataire",0,"0","3241 HE 79"
32,"M",839,"En Couple",0,"1","3637 KF 61"
19,"F",787,"Celibataire",0,"0","9572 VK 50"
51,"M",1338,"En Couple",1,"1","315 WA 17"
24,"M",926,"En Couple",2,"0","7101 KS 12"
58,"M",1045,"Celibataire",3,"0","4367 US 95"
29,"M",789,"En Couple",1,"1","4348 RB 32"
21,"F",1374,"Celibataire",0,"0","4140 MX 88"
40,"M",1324,"Celibataire",0,"0","3396 EP 98"
18,"M",586,"En Couple",0,"0","8934 OB 80"
83,"M",904,"En Couple",1,"0","8155 EH 16"
59,"M",591,"Celibataire",0,"0","9139 VD 25"
70,"F",703,"Celibataire",0,"0","7956 JX 24"
20,"F",584,"Celibataire",0,"0","2208 AB 26"
24,"F",962,"En Couple",0,"0","4465 CY 22"
48,"F",592,"En Couple",4,"0","7468 IM 90"
84,"M",955,"En Couple",1,"0","2688 NF 94"
19,"F",725,"En Couple",0,"0","286 NA 32"
36,"M",1268,"Celibataire",0,"0","4602 IZ 62"
23,"M",1391,"Celibataire",2,"0","7363 DZ 38"
40,"M",736,"En Couple",1,"0","9805 LZ 26"
36,"M",880,"En Couple",2,"0","9657 BO 89"
21,"F",766,"En Couple",0,"0","1783 WQ 85"
73,"M",743,"En Couple",0,"1","2995 NE 58"
18,"M",1286,"En Couple",0,"0","8772 BB 60"
47,"M",1172,"Celibataire",0,"0","3694 VI 66"
67,"M",1240,"En Couple",1,"0","6041 XF 14"
23,"M",999,"En Couple",2,"1","7663 IE 83"
28,"F",972,"Celibataire",0,"0","964 FN 88"
29,"M",1348,"En Couple",0,"1","9164 ZR 97"
47,"F",581,"En Couple",3,"0","1511 XR 87"
32,"M",930,"En Couple",1,"0","5666 SX 51"
51,"F",981,"En Couple",0,"1","1829 XC 62"
60,"M",1350,"En Couple",0,"0","7806 OH 23"
30,"F",1358,"En Couple",2,"0","8071 RS 56"
20,"M",1154,"En Couple",1,"0","426 ZN 47"
78,"F",577,"En Couple",1,"0","920 NW 46"
50,"M",756,"En Couple",1,"1","6611 BN 58"
54,"M",714,"En Couple",2,"0","1492 WH 12"
26,"M",1310,"En Couple",2,"0","8233 JI 36"
30,"M",1071,"Celibataire",0,"0","2907 GQ 82"
37,"M",1239,"En Couple",2,"0","2948 KW 70"
40,"M",551,"En Couple",4,"0","1644 JZ 18"
27,"M",743,"En Couple",2,"0","1617 ZF 45"
43,"M",595,"En Couple",2,"1","793 JF 87"
25,"F",1344,"En Couple",0,"0","8758 VE 37"
44,"M",1271,"Celibataire",0,"0","5899 HP 51"
49,"F",1257,"En Couple",0,"0","9661 WU 62"
74,"M",973,"Celibataire",0,"0","3975 UG 25"
29,"F",589,"En Couple",0,"0","6950 RZ 11"
26,"M",1196,"En Couple",0,"1","5563 OI 63"
26,"M",1102,"En Couple",0,"0","1891 YU 92"
60,"F",581,"Celibataire",0,"0","1948 BK 46"
35,"M",1210,"Celibataire",0,"0","8928 AO 78"
28,"M",1395,"En Couple",1,"1","8348 QJ 50"
42,"M",1119,"En Couple",0,"0","9665 BP 14"
82,"M",1290,"En Couple",0,"1","8967 ZG 56"
25,"F",704,"Celibataire",3,"0","7927 OY 54"
63,"M",950,"En Couple",2,"1","101 PI 22"
75,"F",583,"En Couple",2,"1","4654 JQ 72"
22,"F",816,"En Couple",2,"0","6376 BO 90"
34,"F",887,"En Couple",4,"0","8851 IR 89"
39,"M",931,"Celibataire",0,"0","5740 SW 31"
24,"M",589,"En Couple",0,"0","6232 YB 10"
82,"F",544,"En Couple",1,"0","9436 AB 11"
32,"M",1064,"En Couple",1,"0","9492 GW 38"
24,"M",876,"En Couple",0,"1","5591 TQ 34"
26,"M",557,"En Couple",2,"0","2973 UK 30"
25,"M",915,"En Couple",0,"1","3797 OZ 67"
39,"M",1295,"En Couple",3,"0","7752 HH 80"
75,"M",791,"Celibataire",0,"0","8231 CO 80"
29,"F",571,"En Couple",1,"0","80 KG 15"
24,"F",1387,"En Couple",0,"1","1748 MI 27"
37,"M",562,"Celibataire",0,"0","7383 PW 93"
72,"M",734,"En Couple",2,"0","5498 HN 79"
63,"M",1229,"Celibataire",1,"0","9598 YZ 55"
53,"M",963,"En Couple",0,"1","6752 AG 19"
54,"M",546,"En Couple",1,"0","4384 CZ 82"
22,"F",1188,"Celibataire",0,"0","5064 RU 81"
72,"F",561,"En Couple",2,"1","9042 QP 70"
26,"M",1154,"En Couple",1,"1","7998 IA 23"
53,"F",1308,"Celibataire",0,"0","211 WM 68"
18,"F",1148,"En Couple",1,"0","9095 YK 86"
40,"M",1338,"Celibataire",0,"0","9608 LM 62"
62,"M",1355,"En Couple",3,"0","8184 EC 57"
57,"M",598,"En Couple",0,"0","2179 DC 83"
40,"F",1231,"Celibataire",2,"0","1033 IV 14"
27,"M",1121,"En Couple",2,"0","1048 RJ 88"
58,"F",1135,"En Couple",1,"1","3412 AD 67"
39,"F",1181,"En Couple",4,"0","7763 AP 37"
43,"F",811,"En Couple",2,"0","1918 TY 77"
36,"F",544,"En Couple",1,"0","3971 TX 49"
47,"F",1151,"En Couple",3,"0","4987 YJ 92"
18,"F",1302,"Celibataire",0,"0","4035 TD 72"
28,"M",957,"En Couple",4,"0","1943 ZG 93"
32,"F",934,"Celibataire",0,"0","5591 YO 16"
67,"M",595,"En Couple",2,"0","309 VJ 38"
35,"F",735,"En Couple",3,"0","3676 JY 63"
33,"M",571,"En Couple",4,"0","5088 CK 18"
64,"F",1065,"En Couple",1,"1","1435 GC 90"
51,"F",898,"En Couple",1,"0","2391 WZ 97"
54,"M",1209,"En Couple",0,"0","6526 KN 72"
61,"M",578,"En Couple",1,"0","516 LJ 70"
54,"F",1287,"Celibataire",0,"0","7629 DB 76"
76,"M",1264,"En Couple",0,"1","2369 PC 26"
37,"M",563,"En Couple",4,"0","4767 LI 35"
38,"F",1087,"Celibataire",0,"0","4397 LQ 31"
38,"M",733,"Celibataire",0,"0","2470 GJ 84"
46,"M",1092,"En Couple",3,"0","7183 ZB 69"
21,"M",550,"En Couple",2,"1","9415 LT 85"
43,"M",1171,"En Couple",4,"0","6839 IE 88"
82,"F",1098,"Celibataire",0,"0","6944 OA 22"
31,"M",582,"En Couple",1,"0","5248 GO 21"
30,"F",913,"Celibataire",0,"0","8969 AX 22"
24,"M",913,"En Couple",2,"1","4490 LI 26"
25,"M",1191,"En Couple",2,"0","7370 VG 45"
79,"F",911,"En Couple",4,"0","1540 BQ 55"
27,"M",888,"En Couple",3,"1","9830 ET 11"
29,"M",560,"En Couple",1,"0","901 GO 66"
46,"F",1132,"En Couple",1,"0","6256 BS 21"
27,"M",759,"Celibataire",0,"0","3555 KC 96"
28,"M",566,"En Couple",1,"0","411 WQ 75"
40,"M",1354,"En Couple",4,"0","1913 JW 52"
29,"M",571,"En Couple",1,"0","5337 VE 33"
47,"M",1109,"Celibataire",2,"0","310 DA 28"
72,"M",1102,"Celibataire",3,"0","6233 PD 91"
42,"F",1117,"En Couple",2,"0","6500 YM 82"
36,"M",753,"En Couple",0,"1","8396 UQ 58"
29,"F",986,"En Couple",1,"0","2710 BP 62"
18,"F",815,"En Couple",0,"0","5942 PO 23"
33,"M",1101,"Celibataire",0,"0","283 CN 92"
21,"M",730,"En Couple",1,"0","6030 FT 10"
41,"M",1315,"En Couple",2,"0","6966 AZ 96"
57,"M",923,"En Couple",3,"0","9026 QN 87"
77,"M",872,"Celibataire",0,"0","5935 KS 15"
22,"M",1328,"En Couple",0,"0","6618 TH 15"
55,"F",844,"En Couple",0,"0","5745 DV 76"
18,"M",1284,"En Couple",0,"0","7797 KF 22"
53,"F",1176,"Celibataire",0,"0","3248 TL 30"
43,"M",599,"En Couple",1,"0","705 UQ 47"
24,"F",805,"Celibataire",0,"0","7210 DY 90"
72,"M",1396,"En Couple",2,"0","7643 VJ 59"
28,"M",733,"En Couple",2,"0","7066 XZ 38"
48,"M",986,"Celibataire",3,"0","126 SZ 82"
29,"M",1321,"Celibataire",0,"0","8937 GV 87"
65,"F",963,"En Couple",3,"0","5816 DL 39"
45,"F",1086,"En Couple",0,"0","378 KW 91"
72,"M",549,"Celibataire",0,"0","6426 HB 11"
69,"M",596,"En Couple",1,"1","5786 QC 81"
22,"F",1329,"Celibataire",0,"0","7256 GB 57"
18,"M",952,"En Couple",4,"0","8618 VD 57"
22,"M",573,"Celibataire",0,"0","923 QY 53"
55,"F",738,"En Couple",3,"0","8859 SD 47"
44,"F",1129,"En Couple",2,"1","1157 WG 41"
27,"M",1159,"En Couple",1,"0","3172 NK 25"
61,"M",589,"En Couple",1,"1","7355 CN 92"
54,"M",1235,"En Couple",0,"0","1608 XL 54"
43,"M",1173,"En Couple",0,"1","590 QH 17"
54,"M",1127,"Celibataire",0,"0","7172 DK 31"
76,"F",562,"En Couple",3,"0","3920 PW 53"
18,"M",551,"En Couple",0,"0","4094 SD 74"
30,"M",586,"En Couple",4,"0","884 PO 47"
22,"F",1324,"En Couple",0,"1","3617 GX 63"
30,"M",587,"En Couple",1,"0","9108 WM 27"
35,"M",592,"En Couple",4,"1","4740 OI 27"
61,"F",1133,"Celibataire",0,"0","1961 NM 21"
49,"F",555,"En Couple",1,"1","6965 BV 81"
45,"F",778,"En Couple",2,"0","2997 FC 44"
59,"F",1294,"En Couple",3,"0","1478 IE 35"
28,"M",919,"En Couple",2,"1","6920 JF 21"
72,"M",720,"En Couple",4,"0","6944 DR 22"
29,"M",551,"En Couple",2,"0","9126 ZL 51"
48,"M",544,"En Couple",1,"0","2445 RX 41"
52,"M",550,"En Couple",4,"0","303 JO 10"
56,"M",734,"En Couple",0,"0","6067 GU 91"
83,"M",1124,"En Couple",3,"1","959 IH 77"
37,"M",1347,"En Couple",0,"1","6665 QU 15"
42,"M",1341,"En Couple",3,"0","5938 ZR 13"
41,"M",565,"Celibataire",0,"0","7462 TF 98"
28,"M",566,"En Couple",2,"0","3461 VZ 22"
84,"M",993,"En Couple",4,"0","3333 HP 26"
72,"M",551,"En Couple",2,"0","8197 TT 66"
44,"M",591,"En Couple",1,"0","2372 KS 89"
80,"M",1146,"En Couple",2,"0","5401 RU 33"
21,"M",1328,"En Couple",2,"1","3272 CW 86"
25,"M",1357,"En Couple",1,"0","9499 VP 28"
50,"F",831,"Celibataire",0,"0","7150 PD 96"
42,"F",1309,"Celibataire",0,"0","6377 MI 17"
82,"M",1107,"Celibataire",2,"0","3704 JZ 29"
34,"M",1023,"En Couple",2,"0","7269 XE 18"
42,"M",548,"Celibataire",0,"0","9373 PI 25"
19,"F",594,"En Couple",3,"0","1042 ZU 75"
43,"M",805,"Celibataire",3,"0","573 OG 67"
54,"M",598,"En Couple",0,"1","4377 JP 76"
73,"M",568,"En Couple",2,"0","2903 TN 35"
47,"M",769,"En Couple",2,"0","668 CP 81"
53,"M",1381,"En Couple",1,"0","9162 XH 16"
26,"M",1286,"Celibataire",0,"0","5765 BG 65"
24,"M",1367,"Celibataire",1,"0","1378 JI 18"
18,"M",1361,"Celibataire",0,"0","7434 QT 28"
39,"F",1337,"Celibataire",0,"0","4761 IO 34"
27,"M",822,"En Couple",0,"0","5183 BO 72"
21,"M",1221,"En Couple",0,"0","7751 KI 47"
78,"F",1018,"En Couple",2,"0","3454 UH 18"
38,"F",1093,"En Couple",3,"1","1674 JZ 66"
74,"M",1382,"Celibataire",0,"0","5557 NX 84"
28,"M",598,"En Couple",3,"0","3983 NK 42"
47,"M",593,"En Couple",2,"0","1826 VA 59"
43,"F",1107,"En Couple",1,"0","9214 DB 40"
25,"M",769,"En Couple",0,"0","8247 UX 12"
31,"F",570,"En Couple",0,"0","49 SA 73"
54,"M",1132,"En Couple",1,"0","2004 ZT 18"
47,"M",855,"Celibataire",0,"0","889 RO 37"
56,"M",956,"Celibataire",0,"0","6984 QL 57"
78,"M",578,"En Couple",0,"0","2842 ZG 13"
47,"M",908,"En Couple",3,"0","8746 VS 91"
71,"M",884,"Celibataire",0,"0","5221 AF 61"
34,"M",551,"Celibataire",0,"0","919 MU 36"
22,"M",578,"En Couple",1,"0","4451 BJ 15"
19,"M",754,"En Couple",0,"1","7390 DG 72"
43,"M",593,"Celibataire",0,"0","8327 WU 92"
57,"F",593,"En Couple",1,"0","5547 KA 40"
27,"M",809,"En Couple",2,"0","2620 MJ 43"
50,"M",1333,"En Couple",0,"0","5814 RW 31"
18,"M",1285,"Celibataire",2,"0","504 CE 26"
56,"M",557,"Celibataire",0,"0","7101 WM 79"
50,"F",1336,"En Couple",1,"1","2452 BX 87"
31,"M",1262,"En Couple",4,"0","9652 IP 43"
30,"F",1020,"Celibataire",0,"0","1727 NJ 19"
70,"F",1328,"En Couple",1,"0","1827 RL 91"
22,"M",562,"En Couple",3,"0","4528 BF 57"
79,"M",585,"En Couple",2,"0","1564 PT 12"
24,"M",1290,"En Couple",2,"0","9245 OV 57"
39,"M",1049,"En Couple",0,"1","3103 WA 11"
26,"M",1341,"En Couple",2,"0","5796 RY 57"
23,"M",830,"En Couple",0,"0","1980 MQ 40"
56,"F",591,"En Couple",3,"0","1494 GP 33"
75,"M",841,"En Couple",1,"0","3975 RK 13"
57,"M",1233,"Celibataire",0,"0","4237 CU 14"
83,"M",1329,"Celibataire",0,"0","1049 EY 71"
56,"M",1075,"Celibataire",0,"0","3720 FZ 88"
48,"F",570,"Celibataire",0,"0","3832 FO 97"
59,"F",849,"En Couple",1,"1","231 NI 59"
79,"M",564,"En Couple",0,"0","3536 HX 11"
73,"F",1369,"Celibataire",0,"0","1099 TO 28"
70,"M",1040,"En Couple",0,"0","5034 VC 29"
38,"M",740,"En Couple",1,"0","4914 NJ 94"
26,"M",909,"Celibataire",1,"0","9457 PS 52"
40,"M",1186,"En Couple",2,"0","1418 WU 37"
63,"F",1385,"Celibataire",0,"0","8314 DE 25"
29,"M",893,"En Couple",2,"0","4119 FU 81"
55,"M",1325,"Celibataire",1,"0","5456 JR 67"
73,"F",1324,"Celibataire",0,"0","5099 ZG 79"
41,"F",1171,"En Couple",0,"1","7425 QN 71"
59,"F",1186,"Celibataire",0,"0","8500 CY 87"
37,"M",1197,"Celibataire",3,"0","550 QM 84"
26,"F",1142,"En Couple",3,"0","7423 WO 45"
57,"M",577,"En Couple",0,"0","1553 JZ 35"
27,"M",840,"En Couple",2,"0","4517 QN 24"
33,"M",1226,"En Couple",4,"0","2441 PA 45"
78,"M",1361,"Celibataire",0,"0","2746 WG 20"
20,"F",1043,"Celibataire",0,"0","9074 VD 70"
25,"F",989,"Celibataire",0,"0","3476 RV 12"
38,"M",878,"En Couple",3,"0","8176 XI 55"
82,"M",1375,"Celibataire",0,"0","9778 VN 73"
44,"M",1071,"En Couple",3,"0","5378 MN 77"
43,"M",568,"En Couple",1,"0","8842 VV 46"
56,"M",1184,"En Couple",2,"0","53 DC 75"
20,"M",981,"En Couple",2,"0","7980 ZR 20"
74,"M",1146,"En Couple",1,"0","9238 AX 16"
63,"M",586,"En Couple",1,"0","1761 SW 10"
76,"M",1323,"En Couple",3,"0","1964 EW 49"
27,"M",713,"En Couple",0,"0","9383 TF 17"
58,"F",554,"En Couple",1,"0","3179 LX 84"
31,"F",1129,"En Couple",1,"0","9407 QJ 16"
41,"M",961,"En Couple",1,"0","6948 SN 34"
74,"M",1244,"Celibataire",0,"0","6926 DJ 68"
82,"F",1253,"En Couple",2,"1","3151 HK 44"
26,"M",1355,"En Couple",4,"1","7372 DF 71"
22,"F",752,"En Couple",0,"0","4103 LX 83"
30,"M",745,"En Couple",0,"1","4722 MA 33"
57,"M",1213,"Celibataire",0,"0","5292 VK 23"
56,"F",1192,"En Couple",2,"1","1501 AL 60"
44,"M",834,"En Couple",2,"1","3592 IW 30"
73,"M",915,"En Couple",1,"0","952 RF 97"
20,"M",810,"En Couple",3,"1","9956 HP 13"
38,"F",591,"En Couple",4,"0","4324 FR 26"
19,"M",559,"En Couple",0,"0","5389 CM 14"
52,"M",727,"En Couple",2,"0","403 CQ 43"
21,"M",562,"En Couple",0,"0","7496 JH 41"
34,"M",1053,"En Couple",4,"0","4322 JH 27"
55,"M",971,"Celibataire",0,"0","6055 BX 64"
29,"M",1301,"Celibataire",0,"0","5142 HS 69"
65,"M",572,"Celibataire",0,"0","417 JL 39"
40,"M",1188,"En Couple",3,"0","5706 YQ 52"
37,"F",1059,"En Couple",2,"0","8093 VN 98"
42,"M",967,"En Couple",2,"0","540 GK 15"
47,"F",565,"En Couple",2,"0","9242 ZO 78"
22,"F",1080,"Celibataire",0,"0","2970 BD 84"
19,"M",1192,"En Couple",0,"0","3358 PF 60"
28,"M",1322,"Celibataire",0,"0","6570 YD 11"
65,"F",551,"Celibataire",0,"0","810 YC 80"
28,"M",818,"En Couple",0,"0","3585 VS 71"
21,"M",983,"En Couple",1,"0","9665 WI 83"
61,"M",548,"Celibataire",0,"0","5305 LC 97"
28,"F",555,"Celibataire",0,"0","899 TM 61"
52,"F",1111,"En Couple",1,"1","8012 RS 55"
34,"M",1363,"En Couple",4,"0","3234 QG 22"
32,"F",702,"En Couple",0,"0","3662 FN 23"
22,"M",905,"Celibataire",0,"0","5365 FC 43"
25,"F",720,"En Couple",1,"0","8830 NK 36"
51,"M",575,"En Couple",4,"0","1542 RW 16"
76,"M",1209,"En Couple",1,"1","3505 LK 39"
28,"M",1050,"Celibataire",0,"0","1787 NB 47"
36,"F",1372,"Celibataire",0,"0","8574 IJ 65"
33,"F",544,"En Couple",0,"0","2702 KU 78"
42,"M",1389,"En Couple",3,"1","3801 PS 56"
29,"F",557,"Celibataire",0,"0","6233 HT 19"
64,"F",1318,"Celibataire",0,"0","5143 YH 78"
24,"M",1269,"En Couple",1,"0","6522 HP 59"
53,"M",584,"En Couple",0,"0","3334 TZ 37"
28,"F",1373,"Celibataire",3,"0","5904 IT 65"
22,"M",588,"Celibataire",0,"0","256 IG 11"
30,"M",575,"En Couple",0,"0","5009 FD 75"
83,"M",544,"Celibataire",0,"0","1453 WC 55"
68,"M",802,"En Couple",2,"0","8024 FU 60"
64,"M",849,"En Couple",2,"1","7146 ZX 53"
21,"M",707,"En Couple",0,"0","5783 UK 58"
25,"F",582,"Celibataire",0,"0","2111 WM 56"
25,"M",893,"Celibataire",0,"0","7216 AP 70"
58,"M",587,"En Couple",4,"0","8207 QQ 22"
22,"M",1226,"En Couple",3,"0","3605 QT 22"
21,"M",1053,"En Couple",0,"0","5058 OG 86"
33,"M",550,"En Couple",1,"0","7131 OJ 55"
22,"M",1001,"Celibataire",0,"0","6980 HD 26"
23,"M",1342,"Celibataire",0,"0","9316 TP 82"
52,"M",1141,"En Couple",4,"1","5897 AU 87"
32,"F",734,"Celibataire",3,"0","7620 CK 55"
50,"M",1117,"Celibataire",0,"0","3461 YM 85"
18,"M",587,"En Couple",0,"1","3058 PM 78"
81,"M",856,"En Couple",3,"0","7246 FZ 19"
71,"F",1091,"Celibataire",0,"0","8495 MN 92"
39,"M",555,"En Couple",3,"0","27 DW 17"
52,"M",803,"Celibataire",0,"0","6809 ZW 43"
43,"M",1203,"Celibataire",0,"0","9474 EU 84"
34,"M",1162,"Celibataire",2,"0","1714 AQ 94"
24,"M",859,"Celibataire",0,"0","8526 ZD 55"
44,"M",1392,"En Couple",0,"0","1286 VK 87"
23,"M",727,"Celibataire",0,"0","6338 NN 41"
50,"M",576,"Celibataire",0,"0","2071 FE 92"
20,"M",576,"Celibataire",0,"0","9366 MX 83"
47,"F",1034,"Celibataire",2,"0","3653 QW 73"
42,"F",593,"En Couple",3,"0","6179 YF 41"
54,"M",573,"En Couple",0,"0","7468 FI 49"
84,"F",742,"Celibataire",0,"0","2979 ZY 79"
83,"M",596,"En Couple",4,"0","5006 LV 34"
68,"M",596,"En Couple",2,"0","8777 NN 32"
59,"M",967,"Celibataire",0,"0","9739 KF 80"
46,"M",1059,"Celibataire",0,"0","2269 ZV 44"
77,"M",1329,"Celibataire",0,"0","4532 IX 35"
19,"M",960,"En Couple",3,"0","2390 EO 81"
19,"M",557,"En Couple",3,"0","7977 TC 76"
25,"M",563,"Celibataire",0,"0","6350 KX 89"
52,"F",584,"Celibataire",0,"0","4014 KE 70"
39,"M",907,"En Couple",2,"0","4168 EG 33"
34,"F",1259,"En Couple",1,"0","5112 GG 70"
34,"M",820,"En Couple",3,"0","9793 VH 76"
21,"F",1327,"En Couple",1,"0","368 EH 80"
29,"M",558,"En Couple",0,"1","223 SW 63"
30,"M",985,"En Couple",2,"0","7406 KW 19"
21,"M",1247,"Celibataire",0,"0","5174 OX 18"
43,"M",772,"En Couple",0,"0","6488 WB 23"
29,"M",1305,"En Couple",2,"0","8401 BG 62"
72,"M",1358,"En Couple",4,"1","949 CO 72"
58,"M",840,"En Couple",3,"0","3556 YW 66"
19,"M",1173,"Celibataire",0,"0","1520 LG 41"
36,"F",593,"Celibataire",0,"0","1661 LS 74"
22,"M",569,"Celibataire",0,"0","953 ZD 21"
38,"M",554,"En Couple",3,"0","7521 WO 66"
48,"M",1104,"Celibataire",3,"0","1302 TU 20"
20,"M",787,"Celibataire",0,"0","7983 FZ 71"
48,"M",719,"Celibataire",0,"0","3552 CC 80"
18,"M",906,"Celibataire",0,"0","716 AQ 93"
46,"M",979,"Celibataire",2,"0","8699 UA 82"
22,"F",858,"Celibataire",1,"0","9466 DV 63"
56,"M",1168,"Celibataire",0,"0","3598 RS 84"
56,"F",546,"En Couple",2,"0","9422 GG 66"
64,"M",703,"En Couple",1,"0","9994 BX 30"
44,"M",847,"Celibataire",3,"0","430 XZ 83"
32,"M",733,"En Couple",2,"0","3034 ML 31"
71,"M",980,"Celibataire",1,"0","8701 EQ 28"
44,"M",545,"Celibataire",3,"0","6744 UP 19"
36,"M",707,"En Couple",1,"0","1384 RJ 35"
62,"M",1200,"En Couple",2,"0","5304 UR 25"
43,"M",746,"En Couple",2,"0","9826 AL 90"
42,"M",891,"Celibataire",0,"0","3897 WH 33"
72,"F",1000,"Celibataire",0,"0","3502 LV 88"
39,"F",569,"En Couple",2,"0","304 SC 76"
22,"M",576,"En Couple",2,"0","2099 AM 13"
26,"F",1136,"En Couple",0,"1","2939 DR 98"
78,"F",865,"En Couple",3,"0","4039 LM 17"
42,"M",549,"Celibataire",0,"0","8197 XH 65"
21,"M",1357,"En Couple",1,"0","4310 FT 78"
44,"M",953,"En Couple",0,"0","5991 HS 46"
30,"F",1084,"Celibataire",0,"0","4659 QB 49"
22,"M",1062,"En Couple",4,"0","6005 JW 15"
28,"M",1115,"En Couple",4,"0","8406 YA 22"
22,"F",879,"En Couple",1,"1","1346 WK 56"
31,"F",1240,"Celibataire",0,"0","6464 HO 84"
57,"M",1271,"Celibataire",0,"0","8534 TO 62"
59,"F",1361,"Celibataire",1,"0","9844 FJ 33"
23,"M",827,"Celibataire",3,"0","9181 PC 47"
58,"M",1320,"En Couple",2,"0","1820 LH 47"
80,"M",1251,"En Couple",1,"0","8265 CE 14"
68,"M",855,"En Couple",1,"0","9499 LM 26"
23,"M",568,"En Couple",3,"0","5802 FX 93"
33,"F",1242,"Celibataire",0,"0","5868 PQ 28"
34,"M",564,"En Couple",3,"1","90 JO 84"
34,"M",848,"Celibataire",0,"0","4164 PE 18"
52,"M",1029,"En Couple",4,"1","1241 TZ 88"
41,"M",548,"Celibataire",0,"0","9405 KF 72"
53,"F",576,"En Couple",2,"0","2953 AQ 34"
70,"M",559,"Celibataire",0,"0","3578 UM 74"
31,"M",967,"Celibataire",3,"0","4242 HL 98"
21,"M",1303,"En Couple",2,"0","6239 CJ 24"
34,"F",835,"En Couple",4,"0","6882 BE 45"
28,"M",1288,"En Couple",2,"0","854 PZ 18"
23,"M",574,"En Couple",1,"0","6107 CD 20"
68,"F",1160,"En Couple",2,"0","3009 KL 16"
58,"M",1350,"En Couple",0,"0","4375 MK 18"
46,"F",560,"En Couple",1,"0","4285 MG 70"
75,"M",1145,"En Couple",1,"0","8395 HF 59"
40,"F",916,"Celibataire",0,"0","383 PU 60"
26,"F",563,"En Couple",0,"0","9843 QA 39"
54,"F",545,"En Couple",2,"0","7551 JH 14"
82,"M",1061,"Celibataire",3,"0","6840 WP 69"
42,"M",1237,"Celibataire",0,"0","7032 WI 23"
39,"M",589,"En Couple",4,"0","3111 QV 93"
39,"M",581,"En Couple",2,"0","1495 NC 39"
60,"M",793,"En Couple",4,"1","4914 GI 88"
18,"F",1122,"En Couple",4,"0","3063 JG 59"
67,"F",738,"Celibataire",0,"0","2739 RP 40"
31,"M",981,"En Couple",4,"0","9649 BN 94"
63,"M",562,"En Couple",1,"1","5832 SC 72"
73,"F",860,"En Couple",2,"0","2528 LF 55"
50,"M",544,"En Couple",2,"0","3944 DK 60"
66,"M",726,"Celibataire",0,"0","7592 PT 50"
71,"M",568,"En Couple",0,"0","7132 OU 66"
53,"F",560,"Celibataire",0,"0","3992 IE 22"
48,"M",968,"En Couple",2,"1","7655 CE 85"
39,"F",1272,"Celibataire",1,"0","2125 SB 66"
69,"M",1267,"En Couple",0,"0","1253 SU 71"
36,"M",1045,"En Couple",0,"0","2421 RH 34"
42,"F",744,"En Couple",0,"0","6520 MF 59"
25,"F",574,"En Couple",2,"0","6095 QU 44"
83,"F",816,"En Couple",4,"0","3480 MM 86"
71,"M",1315,"En Couple",1,"1","2895 KA 90"
70,"M",1150,"En Couple",2,"0","8101 ER 51"
67,"F",560,"En Couple",0,"0","7998 IA 12"
84,"F",790,"En Couple",0,"1","4260 JJ 56"
42,"M",1316,"Celibataire",0,"0","8200 TD 63"
18,"F",963,"Celibataire",0,"0","3179 GL 49"
49,"M",597,"Celibataire",0,"0","7031 PM 40"
